股票代码,股票简称,现价(元),涨跌幅(%),解禁股类型2020.01.01-2020.12.31,解禁日期2020.01.01-2020.12.31,总解禁股数(股)2020.01.01-2020.12.31,总解禁金额(元)2020.01.01-2020.12.31,解禁成本(元)2020.01.01-2020.12.31
600661.SH,昂立教育,16.63,0.00,定向增发机构配售股份,20200623,27472304.00,435161295.36,21.36
600667.SH,太极实业,11.40,0.80,定向增发机构配售股份,20200120,414859436.00,3974353396.88,4.80
600681.SH,百川能源,5.94,1.19,定向增发机构配售股份,20201123,--,--,8.04
600682.SH,南京新百,14.10,2.92,定向增发机构配售股份,20200212,109454721.00,1058427152.07,18.43
600682.SH,南京新百,14.10,2.92,定向增发机构配售股份,20200710,53418803.00,763888882.90,9.36
600704.SH,物产中大,4.95,-0.40,定向增发机构配售股份,20201111,--,--,4.77
600707.SH,彩虹股份,4.53,-1.31,定向增发机构配售股份,20201013,--,--,6.74
600710.SH,苏美达,5.23,2.15,定向增发机构配售股份,20200514,303521199.00,1469042603.16,--
600711.SH,盛屯矿业,5.94,1.02,定向增发机构配售股份,20200520,193924713.00,752427886.44,5.26
600711.SH,盛屯矿业,5.94,1.02,定向增发机构配售股份,20200702,170711294.00,889405841.74,4.78
600715.SH,文投控股,3.29,-1.79,定向增发机构配售股份,20200629,205724500.00,547227170.00,11.04
600715.SH,文投控股,3.29,-1.79,定向增发机构配售股份,20200821,364929400.00,1280902194.00,3.20
600721.SH,ST百花,5.01,-1.18,定向增发机构配售股份,20200203,51403271.00,318700280.20,12.28
600721.SH,ST百花,5.01,-1.18,定向增发机构配售股份,20200928,--,--,12.28
600733.SH,北汽蓝谷,6.53,-1.36,定向增发机构配售股份,20200203,138310200.00,806348466.00,7.70
600737.SH,中粮糖业,9.51,-6.58,定向增发机构配售股份,20200414,59222605.00,522935602.15,7.52
600738.SH,兰州民百,5.40,1.31,定向增发机构配售股份,20200518,328840280.00,1667220219.60,5.42
600740.SH,山西焦化,4.87,1.04,定向增发机构配售股份,20200203,83879420.00,478112694.00,7.46
600745.SH,闻泰科技,138.03,0.83,定向增发机构配售股份,20201102,--,--,24.65
600745.SH,闻泰科技,138.03,0.83,定向增发机构配售股份,20201221,--,--,77.85
600758.SH,辽宁能源,3.33,-0.60,定向增发机构配售股份,20200110,535048889.00,2279308267.14,6.49
600760.SH,中航沈飞,58.60,1.21,定向增发机构配售股份,20201214,--,--,8.00
600760.SH,中航沈飞,58.60,1.21,定向增发机构配售股份,20201221,--,--,27.78
600764.SH,中国海防,36.44,3.73,定向增发机构配售股份,20201019,--,--,15.98
600764.SH,中国海防,36.44,3.73,定向增发机构配售股份,20201218,--,--,24.91
600765.SH,中航重机,13.31,0.08,定向增发机构配售股份,20201217,--,--,8.49
600793.SH,宜宾纸业,11.22,-0.88,定向增发机构配售股份,20200518,21060000.00,296524800.00,18.01
600797.SH,浙大网新,9.66,-0.31,定向增发机构配售股份,20200914,--,--,12.78
600828.SH,茂业商业,4.32,1.41,定向增发机构配售股份,20200814,1076228274.00,4832264950.26,5.96
600848.SH,上海临港,23.24,0.22,定向增发机构配售股份,20200106,118137384.00,2908542394.08,13.95
600848.SH,上海临港,23.24,0.22,定向增发机构配售股份,20200210,106609808.00,2267590616.16,13.95
600848.SH,上海临港,23.24,0.22,定向增发机构配售股份,20200716,33883276.00,783720173.88,20.33
600848.SH,上海临港,23.24,0.22,定向增发机构配售股份,20201202,--,--,23.71
600855.SH,航天长峰,17.29,2.19,定向增发机构配售股份,20201224,--,--,10.94
600866.SH,星湖科技,5.06,0.40,定向增发机构配售股份,20200217,22221248.00,125994476.16,4.61
600866.SH,星湖科技,5.06,0.40,定向增发机构配售股份,20200320,16665936.00,88162801.44,4.61
600866.SH,星湖科技,5.06,0.40,定向增发机构配售股份,20200427,38072562.00,185032651.32,4.41
600879.SH,航天电子,7.59,0.93,定向增发机构配售股份,20200421,301572758.00,2135135126.64,8.24
600881.SH,亚泰集团,3.50,1.16,定向增发机构配售股份,20200622,25531914.00,75574465.44,4.64
600888.SH,新疆众和,5.63,1.44,定向增发机构配售股份,20200706,87844035.00,445369257.45,4.30
600893.SH,航发动力,43.89,5.03,定向增发机构配售股份,20200928,--,--,31.47
600958.SH,东方证券,11.98,2.13,定向增发机构配售股份,20201228,--,--,13.55
600959.SH,江苏有线,3.93,-0.76,定向增发机构配售股份,20200629,70257611.00,261358312.92,4.27
600960.SH,渤海汽车,3.66,0.27,定向增发机构配售股份,20200615,236904812.00,772309687.12,8.22
600963.SH,岳阳林纸,4.36,-0.46,定向增发机构配售股份,20200519,460946200.00,1640968472.00,4.86
600967.SH,内蒙一机,12.41,1.89,定向增发机构配售股份,20200210,729133620.00,7415288915.40,10.23
600981.SH,汇鸿集团,3.62,-0.55,定向增发机构配售股份,20201117,--,--,3.69
600984.SH,建设机械,28.41,9.99,定向增发机构配售股份,20201023,--,--,10.82
600985.SH,淮北矿业,9.68,2.54,定向增发机构配售股份,20200311,60031266.00,521671701.54,8.24
600985.SH,淮北矿业,9.68,2.54,定向增发机构配售股份,20200424,37301586.00,301023799.02,10.63
600986.SH,科达股份,5.13,1.38,定向增发机构配售股份,20200428,28367522.00,107229233.16,11.24
600990.SH,四创电子,47.98,2.52,定向增发机构配售股份,20200525,4229014.00,156135196.88,61.09
600990.SH,四创电子,47.98,2.52,定向增发机构配售股份,20201125,--,--,61.00
600997.SH,开滦股份,5.34,2.10,定向增发机构配售股份,20200210,353159851.00,1730483269.90,4.97
600998.SH,九州通,17.69,1.73,定向增发机构配售股份,20201127,--,--,19.38
601002.SH,晋亿实业,6.11,0.83,定向增发机构配售股份,20201030,--,--,5.00
601015.SH,陕西黑猫,3.04,1.00,定向增发机构配售股份,20201027,--,--,5.57
601018.SH,宁波港,3.83,0.26,定向增发机构配售股份,20200219,372847809.00,1271411028.69,7.71
601058.SH,赛轮轮胎,4.35,1.16,定向增发机构配售股份,20201123,--,--,3.00
601106.SH,中国一重,3.29,0.61,定向增发机构配售股份,20201026,--,--,4.85
601111.SH,中国国航,7.16,0.70,定向增发机构配售股份,20200310,513478818.00,4128369696.72,7.51
601166.SH,兴业银行,15.92,1.34,定向增发机构配售股份,20200407,562913800.00,9124832698.00,13.43
601169.SH,北京银行,4.88,0.41,定向增发机构配售股份,20201228,--,--,6.12
601212.SH,白银有色,3.06,0.99,定向增发机构配售股份,20200413,239369624.00,677416035.92,6.15
601212.SH,白银有色,3.06,0.99,定向增发机构配售股份,20200622,192439020.00,502265842.20,3.69
601238.SH,广汽集团,10.47,0.58,定向增发机构配售股份,20201116,--,--,13.15
601360.SH,三六零,18.66,0.54,定向增发机构配售股份,20200227,703141126.00,17086329361.80,7.87
601360.SH,三六零,18.66,0.54,定向增发机构配售股份,20200309,92315630.00,2042021735.60,7.87
601360.SH,三六零,18.66,0.54,定向增发机构配售股份,20200511,596592575.00,10690938944.00,7.87
601368.SH,绿城水务,5.81,0.69,定向增发机构配售股份,20200723,124474079.00,723194398.99,5.43
601390.SH,中国中铁,5.49,1.67,定向增发机构配售股份,20200921,--,--,6.55
601500.SH,通用股份,6.55,1.55,定向增发机构配售股份,20200326,145371005.00,832975858.65,6.38
601600.SH,中国铝业,3.20,0.63,定向增发机构配售股份,20200226,2118874715.00,6759210340.85,6.00
601619.SH,嘉泽新能,3.27,0.62,定向增发机构配售股份,20201217,--,--,3.39
601689.SH,拓普集团,41.96,1.99,定向增发机构配售股份,20200525,6556358.00,140633879.10,20.51
601717.SH,郑煤机,8.72,9.27,定向增发机构配售股份,20200323,6111751.00,33675748.01,--
601727.SH,上海电气,5.55,1.09,定向增发机构配售股份,20200302,606843370.00,2827890104.20,10.09
601727.SH,上海电气,5.55,1.09,定向增发机构配售股份,20201106,--,--,6.99
601766.SH,中国中车,5.84,1.21,定向增发机构配售股份,20200117,1410105755.00,9786133939.70,8.01
601899.SH,紫金矿业,6.65,2.62,定向增发机构配售股份,20200608,418553054.00,1678397746.54,2.90
601900.SH,南方传媒,9.25,0.54,定向增发机构配售股份,20201020,--,--,13.75
601919.SH,中远海控,5.36,2.49,定向增发机构配售股份,20200203,1021627435.00,4372565421.80,3.78
603025.SH,大豪科技,10.00,7.07,定向增发机构配售股份,20200324,2452830.00,19843394.70,13.97
603025.SH,大豪科技,10.00,7.07,定向增发机构配售股份,20201228,--,--,13.57
603083.SH,剑桥科技,24.96,3.06,定向增发机构配售股份,20201021,--,--,23.79
603111.SH,康尼机电,6.97,2.65,定向增发机构配售股份,20201207,--,--,14.70
603131.SH,上海沪工,20.91,0.87,定向增发机构配售股份,20200312,2576687.00,49523924.14,16.22
603131.SH,上海沪工,20.91,0.87,定向增发机构配售股份,20200507,8526405.00,144096244.50,16.69
603131.SH,上海沪工,20.91,0.87,定向增发机构配售股份,20200706,3680979.00,74355775.80,16.12
603131.SH,上海沪工,20.91,0.87,定向增发机构配售股份,20201228,--,--,16.12
603168.SH,莎普爱思,10.35,-2.91,定向增发机构配售股份,20200313,4999999.00,42599991.48,19.46
603169.SH,兰石重装,5.14,0.98,定向增发机构配售股份,20200715,7826088.00,45939136.56,11.72
603183.SH,建研院,8.16,-0.49,定向增发机构配售股份,20201209,--,--,9.06
603186.SH,华正新材,40.49,0.72,定向增发机构配售股份,20201130,--,--,51.20
603225.SH,新凤鸣,11.43,0.62,定向增发机构配售股份,20201204,--,--,10.50
603283.SH,赛腾股份,53.21,1.18,定向增发机构配售股份,20200727,7272724.00,339490756.32,19.02
603283.SH,赛腾股份,53.21,1.18,定向增发机构配售股份,20201201,--,--,18.76
603305.SH,旭升股份,41.48,0.46,定向增发机构配售股份,20201209,--,--,32.41
603308.SH,应流股份,25.54,1.23,定向增发机构配售股份,20201116,--,--,11.31
603363.SH,傲农生物,25.11,3.46,定向增发机构配售股份,20201118,--,--,18.39
603386.SH,广东骏亚,16.43,1.80,定向增发机构配售股份,20200907,--,--,17.71
603429.SH,集友股份,36.94,2.61,定向增发机构配售股份,20200727,26038957.00,910061547.15,15.30
603558.SH,健盛集团,9.58,0.63,定向增发机构配售股份,20200831,32118135.00,307691733.30,20.37
603559.SH,中通国脉,20.26,0.05,定向增发机构配售股份,20200507,2012601.00,43150165.44,33.25
603595.SH,东尼电子,30.65,-6.67,定向增发机构配售股份,20201016,--,--,22.60
603603.SH,博天环境,7.10,-3.92,定向增发机构配售股份,20200803,4503816.00,38327474.16,13.10
603606.SH,东方电缆,23.89,1.32,定向增发机构配售股份,20201218,--,--,6.40
603608.SH,天创时尚,9.25,0.11,定向增发机构配售股份,20200115,7013380.00,79251194.00,13.60
603608.SH,天创时尚,9.25,0.11,定向增发机构配售股份,20200527,12273415.00,105305900.70,13.60
603609.SH,禾丰牧业,16.97,1.98,定向增发机构配售股份,20200424,68897636.00,1075492097.96,10.02
603611.SH,诺力股份,22.58,-7.95,定向增发机构配售股份,20200106,20816887.00,358883131.88,14.50
603611.SH,诺力股份,22.58,-7.95,定向增发机构配售股份,20200123,15355667.00,242773095.27,14.50
603690.SH,至纯科技,40.40,-0.37,定向增发机构配售股份,20200413,18486296.00,553479702.24,16.48
603690.SH,至纯科技,40.40,-0.37,定向增发机构配售股份,20200427,20985844.00,698618746.76,20.45
603690.SH,至纯科技,40.40,-0.37,定向增发机构配售股份,20200518,4901890.00,174115132.80,16.48
603779.SH,ST威龙,6.54,1.71,定向增发机构配售股份,20201110,--,--,13.31
603799.SH,华友钴业,40.62,0.92,定向增发机构配售股份,20201021,--,--,28.09
603838.SH,四通股份,9.58,0.11,定向增发机构配售股份,20201224,--,--,6.25
603859.SH,能科股份,39.75,1.15,定向增发机构配售股份,20200525,3302076.00,99623632.92,16.82
603887.SH,城地股份,28.85,1.59,定向增发机构配售股份,20200508,49558210.00,1553649883.50,17.19
603887.SH,城地股份,28.85,1.59,定向增发机构配售股份,20201109,--,--,12.17
603919.SH,金徽酒,18.08,4.75,定向增发机构配售股份,20200529,18107141.00,271607115.00,10.60
603936.SH,博敏电子,15.62,0.97,定向增发机构配售股份,20200107,13397625.00,251875350.00,9.57
603936.SH,博敏电子,15.62,0.97,定向增发机构配售股份,20200617,20932611.00,278194400.19,11.08
603955.SH,大千生态,19.05,-3.25,定向增发机构配售股份,20201207,--,--,13.46
603959.SH,百利科技,10.95,0.18,定向增发机构配售股份,20201222,--,--,5.56
603960.SH,克来机电,54.00,1.70,定向增发机构配售股份,20201216,--,--,21.89
603986.SH,兆易创新,196.92,2.09,定向增发机构配售股份,20200807,18138599.00,4006635133.11,53.84
603986.SH,兆易创新,196.92,2.09,定向增发机构配售股份,20201203,--,--,203.78
603997.SH,继峰股份,7.47,-2.86,定向增发机构配售股份,20201210,--,--,7.39
